season,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,year,month,day,pred
2,19,0,3,1,2,0.62,0.5758,0.83,0.1642,2012,5,23,340.0
2,20,0,3,1,2,0.62,0.5758,0.83,0.0896,2012,5,23,264.0
2,21,0,3,1,2,0.62,0.5758,0.83,0.0,2012,5,23,214.0
2,22,0,3,1,2,0.62,0.5758,0.83,0.1642,2012,5,23,166.0
2,23,0,3,1,1,0.6,0.5606,0.83,0.1343,2012,5,23,130.0
2,0,0,4,1,1,0.6,0.5606,0.83,0.0896,2012,5,24,79.0
2,1,0,4,1,1,0.6,0.5455,0.88,0.0896,2012,5,24,44.0
2,2,0,4,1,1,0.6,0.5455,0.88,0.0,2012,5,24,29.0
2,3,0,4,1,2,0.6,0.5455,0.88,0.1045,2012,5,24,14.0
2,4,0,4,1,2,0.6,0.5455,0.88,0.1642,2012,5,24,9.0
2,5,0,4,1,2,0.6,0.5455,0.88,0.1642,2012,5,24,25.0
2,6,0,4,1,2,0.6,0.5455,0.88,0.1642,2012,5,24,80.0
2,7,0,4,1,1,0.6,0.5606,0.83,0.1045,2012,5,24,254.0
2,8,0,4,1,1,0.62,0.5909,0.73,0.1343,2012,5,24,519.0
2,9,0,4,1,1,0.62,0.5909,0.73,0.1642,2012,5,24,382.0
2,10,0,4,1,1,0.64,0.6061,0.65,0.1343,2012,5,24,298.0
2,11,0,4,1,1,0.66,0.6212,0.65,0.1343,2012,5,24,336.0
2,12,0,4,1,1,0.7,0.6515,0.58,0.1045,2012,5,24,438.0
2,13,0,4,1,1,0.72,0.6667,0.54,0.1642,2012,5,24,441.0
2,14,0,4,1,1,0.74,0.6818,0.55,0.2239,2012,5,24,408.0
2,15,0,4,1,1,0.74,0.6818,0.55,0.2537,2012,5,24,415.0
2,16,0,4,1,1,0.74,0.6818,0.55,0.3582,2012,5,24,525.0
2,17,0,4,1,1,0.74,0.6818,0.55,0.2836,2012,5,24,800.0
2,18,0,4,1,1,0.72,0.6667,0.54,0.3284,2012,5,24,707.0
2,19,0,4,1,1,0.7,0.6515,0.61,0.2985,2012,5,24,504.0
2,20,0,4,1,2,0.66,0.6212,0.69,0.2836,2012,5,24,287.0
2,21,0,4,1,3,0.64,0.5909,0.78,0.1642,2012,5,24,178.0
2,22,0,4,1,2,0.64,0.5909,0.78,0.1045,2012,5,24,180.0
2,23,0,4,1,2,0.64,0.5909,0.78,0.1343,2012,5,24,117.0
2,0,0,5,1,1,0.62,0.5758,0.83,0.1343,2012,5,25,82.0
2,1,0,5,1,1,0.62,0.5758,0.83,0.0896,2012,5,25,48.0
2,2,0,5,1,2,0.62,0.5758,0.83,0.0,2012,5,25,25.0
2,3,0,5,1,2,0.62,0.5606,0.88,0.1045,2012,5,25,14.0
2,4,0,5,1,2,0.62,0.5606,0.88,0.0,2012,5,25,10.0
2,5,0,5,1,2,0.62,0.5606,0.88,0.0896,2012,5,25,27.0
2,6,0,5,1,2,0.62,0.5606,0.88,0.1045,2012,5,25,86.0
2,7,0,5,1,2,0.62,0.5606,0.88,0.1642,2012,5,25,209.0
2,8,0,5,1,2,0.64,0.5758,0.89,0.1045,2012,5,25,419.0
2,9,0,5,1,2,0.64,0.5758,0.89,0.1343,2012,5,25,308.0
2,10,0,5,1,1,0.68,0.6364,0.79,0.1642,2012,5,25,311.0
2,11,0,5,1,1,0.68,0.6364,0.79,0.1343,2012,5,25,342.0
2,12,0,5,1,1,0.72,0.6818,0.66,0.1045,2012,5,25,458.0
2,13,0,5,1,1,0.74,0.6818,0.62,0.1343,2012,5,25,459.0
2,14,0,5,1,1,0.74,0.6818,0.58,0.1343,2012,5,25,424.0
2,15,0,5,1,1,0.76,0.7121,0.62,0.194,2012,5,25,442.0
2,16,0,5,1,1,0.78,0.7121,0.52,0.2239,2012,5,25,595.0
2,17,0,5,1,1,0.76,0.7121,0.62,0.2836,2012,5,25,840.0
2,18,0,5,1,1,0.76,0.7121,0.62,0.194,2012,5,25,789.0
2,19,0,5,1,1,0.74,0.6818,0.62,0.2537,2012,5,25,553.0
2,20,0,5,1,1,0.7,0.6515,0.65,0.1642,2012,5,25,401.0
2,21,0,5,1,1,0.7,0.6515,0.65,0.1343,2012,5,25,321.0
2,22,0,5,1,1,0.66,0.6212,0.74,0.1045,2012,5,25,240.0
2,23,0,5,1,1,0.66,0.6061,0.78,0.2239,2012,5,25,148.0
2,0,0,6,0,1,0.64,0.5758,0.83,0.1642,2012,5,26,89.0
2,1,0,6,0,1,0.64,0.5758,0.83,0.1343,2012,5,26,52.0
2,2,0,6,0,1,0.64,0.5758,0.89,0.1343,2012,5,26,33.0
2,3,0,6,0,1,0.62,0.5606,0.88,0.1045,2012,5,26,19.0
2,4,0,6,0,1,0.62,0.5606,0.88,0.1343,2012,5,26,13.0
2,5,0,6,0,1,0.62,0.5758,0.83,0.2537,2012,5,26,35.0
2,6,0,6,0,1,0.62,0.5606,0.88,0.194,2012,5,26,111.0
2,7,0,6,0,2,0.62,0.5606,0.88,0.1642,2012,5,26,223.0
2,8,0,6,0,1,0.64,0.5909,0.78,0.1343,2012,5,26,572.0
2,9,0,6,0,1,0.64,0.5758,0.83,0.194,2012,5,26,407.0
2,10,0,6,0,1,0.68,0.6364,0.79,0.2239,2012,5,26,328.0
2,11,0,6,0,1,0.7,0.6667,0.74,0.194,2012,5,26,382.0
2,12,0,6,0,1,0.74,0.697,0.66,0.2239,2012,5,26,491.0
2,13,0,6,0,1,0.76,0.7273,0.66,0.194,2012,5,26,508.0
2,14,0,6,0,1,0.76,0.7273,0.66,0.2239,2012,5,26,460.0
2,15,0,6,0,1,0.76,0.7273,0.66,0.2836,2012,5,26,464.0
2,16,0,6,0,1,0.78,0.7273,0.55,0.2537,2012,5,26,636.0
2,17,0,6,0,2,0.78,0.7121,0.52,0.2537,2012,5,26,769.0
2,18,0,6,0,2,0.76,0.697,0.52,0.194,2012,5,26,695.0
2,19,0,6,0,2,0.74,0.697,0.66,0.2239,2012,5,26,486.0
2,20,0,6,0,2,0.74,0.6818,0.55,0.194,2012,5,26,378.0
2,21,0,6,0,2,0.72,0.6818,0.62,0.194,2012,5,26,289.0
2,22,0,6,0,1,0.7,0.6667,0.74,0.2537,2012,5,26,267.0
2,23,0,6,0,1,0.7,0.6667,0.74,0.2537,2012,5,26,174.0
2,0,0,0,0,2,0.68,0.6364,0.69,0.1642,2012,5,27,71.0
2,1,0,0,0,1,0.66,0.6212,0.74,0.2239,2012,5,27,48.0
2,2,0,0,0,1,0.64,0.6061,0.73,0.2239,2012,5,27,30.0
2,3,0,0,0,1,0.64,0.6061,0.73,0.1642,2012,5,27,18.0
2,4,0,0,0,1,0.62,0.5758,0.83,0.194,2012,5,27,12.0
2,5,0,0,0,1,0.62,0.5758,0.83,0.194,2012,5,27,31.0
2,6,0,0,0,1,0.62,0.5758,0.83,0.1642,2012,5,27,100.0
2,7,0,0,0,1,0.62,0.5606,0.88,0.1642,2012,5,27,241.0
2,8,0,0,0,1,0.64,0.5758,0.83,0.194,2012,5,27,480.0
2,9,0,0,0,1,0.66,0.6061,0.83,0.2239,2012,5,27,369.0
2,10,0,0,0,1,0.68,0.6364,0.74,0.2537,2012,5,27,288.0
2,11,0,0,0,1,0.72,0.6818,0.66,0.2239,2012,5,27,350.0
2,12,0,0,0,1,0.74,0.697,0.66,0.2537,2012,5,27,427.0
2,13,0,0,0,1,0.76,0.7121,0.58,0.194,2012,5,27,447.0
2,14,0,0,0,1,0.76,0.7121,0.58,0.2537,2012,5,27,403.0
2,15,0,0,0,1,0.78,0.7121,0.52,0.2836,2012,5,27,423.0
2,16,0,0,0,1,0.78,0.7121,0.52,0.2836,2012,5,27,549.0
2,17,0,0,0,1,0.78,0.7121,0.49,0.2985,2012,5,27,825.0
2,18,0,0,0,1,0.76,0.7121,0.58,0.2985,2012,5,27,728.0
2,19,0,0,0,1,0.76,0.7121,0.58,0.194,2012,5,27,555.0
2,20,0,0,0,1,0.74,0.6818,0.55,0.1642,2012,5,27,410.0
2,21,0,0,0,3,0.66,0.6212,0.69,0.4179,2012,5,27,171.0
2,22,0,0,0,3,0.62,0.5758,0.83,0.0,2012,5,27,137.0
2,23,0,0,0,3,0.62,0.5758,0.83,0.1343,2012,5,27,86.0
2,0,1,1,0,1,0.62,0.5758,0.83,0.2239,2012,5,28,66.0
2,1,1,1,0,2,0.62,0.5909,0.78,0.2985,2012,5,28,31.0
2,2,1,1,0,1,0.6,0.5606,0.83,0.2239,2012,5,28,24.0
2,3,1,1,0,1,0.62,0.5909,0.73,0.1642,2012,5,28,15.0
2,4,1,1,0,1,0.6,0.5758,0.78,0.1343,2012,5,28,10.0
2,5,1,1,0,1,0.6,0.5758,0.78,0.1343,2012,5,28,27.0
2,6,1,1,0,1,0.62,0.5909,0.73,0.1642,2012,5,28,92.0
2,7,1,1,0,1,0.62,0.5909,0.78,0.1045,2012,5,28,227.0
2,8,1,1,0,1,0.66,0.6212,0.69,0.0,2012,5,28,487.0
2,9,1,1,0,1,0.7,0.6515,0.61,0.0,2012,5,28,392.0
2,10,1,1,0,1,0.7,0.6515,0.61,0.0,2012,5,28,289.0
2,11,1,1,0,1,0.72,0.6818,0.66,0.1343,2012,5,28,315.0
2,12,1,1,0,1,0.76,0.7121,0.62,0.1343,2012,5,28,403.0
2,13,1,1,0,1,0.8,0.7879,0.63,0.2836,2012,5,28,421.0
2,14,1,1,0,1,0.8,0.7879,0.63,0.2836,2012,5,28,385.0
2,15,1,1,0,1,0.82,0.7879,0.56,0.2985,2012,5,28,407.0
2,16,1,1,0,1,0.82,0.7879,0.56,0.3284,2012,5,28,524.0
2,17,1,1,0,1,0.82,0.7879,0.56,0.2985,2012,5,28,790.0
2,18,1,1,0,1,0.8,0.7727,0.59,0.2985,2012,5,28,698.0
2,19,1,1,0,1,0.8,0.7576,0.55,0.2985,2012,5,28,518.0
2,20,1,1,0,1,0.78,0.7424,0.62,0.2985,2012,5,28,375.0
2,21,1,1,0,1,0.76,0.7273,0.66,0.2836,2012,5,28,286.0
2,22,1,1,0,1,0.74,0.697,0.7,0.1642,2012,5,28,226.0
2,23,1,1,0,1,0.72,0.697,0.74,0.1642,2012,5,28,143.0
2,0,0,2,1,1,0.7,0.6667,0.79,0.194,2012,5,29,89.0
2,1,0,2,1,1,0.7,0.6667,0.79,0.194,2012,5,29,52.0
2,2,0,2,1,1,0.68,0.6364,0.83,0.1343,2012,5,29,32.0
2,3,0,2,1,1,0.68,0.6364,0.79,0.2836,2012,5,29,19.0
2,4,0,2,1,1,0.66,0.6061,0.78,0.2239,2012,5,29,13.0
2,5,0,2,1,1,0.66,0.6061,0.78,0.2239,2012,5,29,33.0
2,6,0,2,1,1,0.66,0.6061,0.78,0.2239,2012,5,29,106.0
2,7,0,2,1,1,0.66,0.6061,0.78,0.2239,2012,5,29,262.0
2,8,0,2,1,1,0.7,0.6667,0.74,0.194,2012,5,29,560.0
2,9,0,2,1,1,0.72,0.6818,0.7,0.2537,2012,5,29,427.0
2,10,0,2,1,1,0.74,0.697,0.7,0.2985,2012,5,29,320.0
2,11,0,2,1,1,0.76,0.7121,0.62,0.2985,2012,5,29,369.0
2,12,0,2,1,1,0.8,0.7576,0.55,0.3284,2012,5,29,479.0
2,13,0,2,1,1,0.82,0.7727,0.52,0.3881,2012,5,29,481.0
2,14,0,2,1,1,0.82,0.7727,0.52,0.4179,2012,5,29,436.0
2,15,0,2,1,1,0.82,0.7727,0.49,0.3881,2012,5,29,453.0
2,16,0,2,1,1,0.82,0.7727,0.49,0.4925,2012,5,29,573.0
2,17,0,2,1,1,0.82,0.7576,0.46,0.4179,2012,5,29,869.0
2,18,0,2,1,1,0.8,0.7424,0.49,0.4925,2012,5,29,754.0
2,19,0,2,1,1,0.78,0.7121,0.52,0.3582,2012,5,29,551.0
2,20,0,2,1,3,0.7,0.6515,0.61,0.5224,2012,5,29,228.0
2,21,0,2,1,3,0.6,0.5455,0.88,0.4478,2012,5,29,143.0
2,22,0,2,1,2,0.62,0.5606,0.88,0.0896,2012,5,29,161.0
2,23,0,2,1,3,0.62,0.5455,0.94,0.0,2012,5,29,84.0
2,0,0,3,1,3,0.64,0.5758,0.89,0.1045,2012,5,30,52.0
2,1,0,3,1,3,0.64,0.5758,0.89,0.194,2012,5,30,29.0
2,2,0,3,1,3,0.62,0.5455,0.94,0.0896,2012,5,30,18.0
2,3,0,3,1,3,0.62,0.5606,0.88,0.1343,2012,5,30,11.0
2,4,0,3,1,2,0.62,0.5606,0.88,0.1343,2012,5,30,10.0
2,5,0,3,1,2,0.62,0.5909,0.78,0.1343,2012,5,30,27.0
2,6,0,3,1,2,0.6,0.5758,0.78,0.1045,2012,5,30,84.0
2,7,0,3,1,3,0.6,0.5758,0.78,0.194,2012,5,30,164.0
2,8,0,3,1,2,0.6,0.5909,0.73,0.1642,2012,5,30,402.0
2,9,0,3,1,2,0.62,0.6061,0.69,0.194,2012,5,30,308.0
2,10,0,3,1,2,0.62,0.6061,0.69,0.2836,2012,5,30,222.0
2,11,0,3,1,2,0.66,0.6212,0.65,0.194,2012,5,30,263.0
2,12,0,3,1,1,0.7,0.6515,0.54,0.0,2012,5,30,443.0
2,13,0,3,1,1,0.7,0.6515,0.51,0.0,2012,5,30,438.0
2,14,0,3,1,1,0.72,0.6515,0.42,0.1343,2012,5,30,404.0
2,15,0,3,1,1,0.72,0.6667,0.51,0.1343,2012,5,30,409.0
2,16,0,3,1,1,0.72,0.6667,0.51,0.1642,2012,5,30,527.0
2,17,0,3,1,1,0.74,0.6667,0.48,0.0896,2012,5,30,824.0
2,18,0,3,1,1,0.74,0.6667,0.48,0.1642,2012,5,30,744.0
2,19,0,3,1,1,0.72,0.6667,0.54,0.1642,2012,5,30,535.0
2,20,0,3,1,2,0.54,0.5152,0.6,0.1343,2012,5,30,244.0
2,21,0,3,1,1,0.68,0.6364,0.57,0.1045,2012,5,30,305.0
2,22,0,3,1,1,0.66,0.6212,0.69,0.1045,2012,5,30,232.0
2,23,0,3,1,1,0.66,0.6212,0.65,0.1045,2012,5,30,153.0
2,0,0,4,1,1,0.64,0.6061,0.69,0.1343,2012,5,31,87.0
2,1,0,4,1,1,0.64,0.6061,0.69,0.0896,2012,5,31,51.0
2,2,0,4,1,1,0.64,0.6061,0.65,0.0896,2012,5,31,33.0
2,3,0,4,1,1,0.62,0.6061,0.69,0.0896,2012,5,31,19.0
2,4,0,4,1,1,0.62,0.6061,0.69,0.0,2012,5,31,14.0
2,5,0,4,1,1,0.62,0.6061,0.69,0.2537,2012,5,31,34.0
2,6,0,4,1,1,0.6,0.5909,0.73,0.2239,2012,5,31,105.0
2,7,0,4,1,1,0.6,0.6061,0.64,0.2836,2012,5,31,265.0
2,8,0,4,1,1,0.62,0.6212,0.57,0.2537,2012,5,31,539.0
2,9,0,4,1,1,0.66,0.6212,0.47,0.2537,2012,5,31,425.0
2,10,0,4,1,1,0.7,0.6364,0.39,0.3881,2012,5,31,325.0
2,11,0,4,1,1,0.72,0.6515,0.37,0.2836,2012,5,31,377.0
2,12,0,4,1,1,0.72,0.6515,0.37,0.194,2012,5,31,460.0
2,13,0,4,1,1,0.74,0.6515,0.35,0.1343,2012,5,31,468.0
2,14,0,4,1,1,0.76,0.6667,0.31,0.194,2012,5,31,439.0
2,15,0,4,1,1,0.76,0.6667,0.33,0.2985,2012,5,31,436.0
2,16,0,4,1,1,0.76,0.6667,0.33,0.2836,2012,5,31,568.0
2,17,0,4,1,1,0.76,0.6667,0.31,0.1642,2012,5,31,880.0
2,18,0,4,1,1,0.74,0.6515,0.3,0.194,2012,5,31,781.0
2,19,0,4,1,1,0.72,0.6515,0.34,0.1642,2012,5,31,569.0
2,20,0,4,1,1,0.68,0.6364,0.44,0.1642,2012,5,31,401.0
2,21,0,4,1,1,0.68,0.6364,0.44,0.1642,2012,5,31,318.0
2,22,0,4,1,1,0.66,0.6212,0.5,0.1642,2012,5,31,246.0
2,23,0,4,1,1,0.66,0.6212,0.54,0.2239,2012,5,31,156.0
2,0,0,5,1,1,0.66,0.6212,0.5,0.2537,2012,6,1,95.0
2,1,0,5,1,1,0.64,0.6212,0.53,0.2239,2012,6,1,54.0
2,2,0,5,1,1,0.64,0.6212,0.57,0.2239,2012,6,1,34.0
2,3,0,5,1,2,0.62,0.5909,0.73,0.0896,2012,6,1,16.0
2,4,0,5,1,2,0.62,0.5909,0.73,0.0896,2012,6,1,11.0
2,5,0,5,1,2,0.62,0.5909,0.78,0.0896,2012,6,1,29.0
2,6,0,5,1,3,0.62,0.5606,0.88,0.1343,2012,6,1,70.0
2,7,0,5,1,2,0.64,0.5758,0.89,0.194,2012,6,1,216.0
2,8,0,5,1,2,0.64,0.5758,0.89,0.194,2012,6,1,415.0
2,9,0,5,1,2,0.64,0.5758,0.83,0.2239,2012,6,1,311.0
2,10,0,5,1,2,0.66,0.6061,0.78,0.2836,2012,6,1,238.0
2,11,0,5,1,2,0.7,0.6667,0.74,0.2836,2012,6,1,288.0
2,12,0,5,1,2,0.7,0.6667,0.74,0.3582,2012,6,1,336.0
2,13,0,5,1,1,0.72,0.6818,0.7,0.2985,2012,6,1,430.0
2,14,0,5,1,3,0.72,0.6818,0.66,0.2836,2012,6,1,262.0
2,15,0,5,1,3,0.72,0.6818,0.66,0.2836,2012,6,1,268.0
2,16,0,5,1,3,0.74,0.6818,0.58,0.4478,2012,6,1,348.0
2,17,0,5,1,3,0.7,0.6515,0.7,0.2537,2012,6,1,498.0
2,18,0,5,1,3,0.62,0.5606,0.88,0.3582,2012,6,1,366.0
2,19,0,5,1,3,0.62,0.5606,0.88,0.3582,2012,6,1,272.0
2,20,0,5,1,3,0.62,0.5455,0.94,0.2537,2012,6,1,206.0
2,21,0,5,1,3,0.64,0.5909,0.78,0.2537,2012,6,1,181.0
2,22,0,5,1,3,0.6,0.5455,0.88,0.1343,2012,6,1,136.0
2,23,0,5,1,3,0.6,0.5455,0.88,0.1343,2012,6,1,89.0
2,0,0,6,0,2,0.56,0.5303,0.83,0.1343,2012,6,2,66.0
2,1,0,6,0,2,0.56,0.5303,0.83,0.1045,2012,6,2,38.0
2,2,0,6,0,2,0.54,0.5152,0.88,0.0,2012,6,2,24.0
2,3,0,6,0,1,0.56,0.5303,0.73,0.2537,2012,6,2,18.0
2,4,0,6,0,1,0.54,0.5152,0.68,0.2836,2012,6,2,12.0
2,5,0,6,0,1,0.5,0.4848,0.72,0.194,2012,6,2,31.0
2,6,0,6,0,2,0.5,0.4848,0.77,0.194,2012,6,2,79.0
2,7,0,6,0,1,0.52,0.5,0.72,0.1045,2012,6,2,256.0
2,8,0,6,0,1,0.54,0.5152,0.64,0.1642,2012,6,2,511.0
2,9,0,6,0,1,0.56,0.5303,0.6,0.2537,2012,6,2,386.0
2,10,0,6,0,1,0.6,0.6212,0.53,0.2985,2012,6,2,321.0
2,11,0,6,0,1,0.58,0.5455,0.46,0.2836,2012,6,2,330.0
2,12,0,6,0,1,0.62,0.6212,0.43,0.3582,2012,6,2,430.0
2,13,0,6,0,1,0.62,0.6212,0.41,0.2537,2012,6,2,435.0
2,14,0,6,0,1,0.64,0.6212,0.38,0.2985,2012,6,2,404.0
2,15,0,6,0,1,0.64,0.6212,0.38,0.2537,2012,6,2,418.0
2,16,0,6,0,1,0.64,0.6212,0.38,0.2537,2012,6,2,542.0
2,17,0,6,0,1,0.64,0.6212,0.36,0.0,2012,6,2,869.0
2,18,0,6,0,1,0.64,0.6212,0.36,0.0,2012,6,2,798.0
2,19,0,6,0,1,0.64,0.6212,0.36,0.1642,2012,6,2,570.0
2,20,0,6,0,1,0.62,0.6212,0.35,0.2836,2012,6,2,415.0
2,21,0,6,0,1,0.6,0.6212,0.4,0.1045,2012,6,2,333.0
2,22,0,6,0,1,0.58,0.5455,0.46,0.1343,2012,6,2,242.0
2,23,0,6,0,1,0.56,0.5303,0.52,0.1045,2012,6,2,152.0
2,0,0,0,0,1,0.54,0.5152,0.6,0.1642,2012,6,3,73.0
2,1,0,0,0,1,0.54,0.5152,0.56,0.1343,2012,6,3,43.0
2,2,0,0,0,1,0.52,0.5,0.59,0.1045,2012,6,3,26.0
2,3,0,0,0,1,0.52,0.5,0.63,0.1045,2012,6,3,16.0
2,4,0,0,0,1,0.5,0.4848,0.72,0.0896,2012,6,3,10.0
2,5,0,0,0,1,0.5,0.4848,0.68,0.0,2012,6,3,28.0
2,6,0,0,0,1,0.46,0.4545,0.82,0.1045,2012,6,3,81.0
2,7,0,0,0,1,0.5,0.4848,0.68,0.1045,2012,6,3,219.0
